Title,Genre,Series or Movie,Director,Writer,Actors,IMDb Score,Release Date,IMDb Link,Summary,Image
The Magic School Bus Rides Again Kids In Space,"Animation, Adventure, Comedy, Family, Sci-Fi",Movie,Richard Weston,David Skelly,"Gabby Clarke, Mikaela Blake, Roman Lutterotti, Kate McKinnon",6.1,07 Aug 2020,https://www.imdb.com/title/tt12730310,The Magic School Bus kids blast into orbit — and onto the International Space Station — only to find themselves on the run from a giant tardigrade!,https://occ-0-1489-1490.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbu3MWTmbbUHdM1-X1Jg-msG2NNSpsVY8Et7FcOxe2f-Vgye-VYENNVipxfMaPCnm6vVNExpti2liKS8c9DjFJQkEHZlkzu4iTvw2-1ww0phq8Z924_xvXLVCKM.jpg?r=b15
Preman Pensiun,"Comedy, Crime, Drama",Movie,Aris Nugraha,Aris Nugraha,"Soraya Rasyid, Dedi Moch Jamasari, Tia Arifin, Epy Kusnandar",6.9,17 Jan 2019,https://www.imdb.com/title/tt9511256,"Despite his struggles to lead a law-abiding life, a former criminal tries to resist the urge to meddle in a revenge plot led by his past underlings.",https://occ-0-58-64.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVMEJIXGX0JsBHIjI6gaR-5OelnVnnobPmUWMyjVX5dvb1YvSaEtxK_uP3PZKlggiy0PkbtkAarrSAviOSSmVLLE1g.jpg?r=4ea
Mahasiswi Baru,"Comedy, Drama",Movie,Monty Tiwa,"Jujur Prananto, Monty Tiwa, Sarahero","Mikha Tambayong, Umay Shahab, Morgan Oey, Widyawati",5.0,08 Aug 2019,https://www.imdb.com/title/tt10633542,"A woman in her golden years goes to college, where she befriends a group of younger students and gets into many misadventures. Inspired by a true story.",https://occ-0-58-64.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABfKMo_e_coUKtX6uUW3DKrM3lQKD2zl7ETp8auoDneHQHXSdDrsRt2hc3Sy4m2RzRCR45bF7kd9d7HT6V0al8ksxrw.jpg?r=4e2
Toko Barang Mantan,"Comedy, Drama, Romance",Movie,Viva Westi,"Titien Wattimena, Priesnanda Dwisatria","Iedil Dzuhrie Alaudin, Dea Panendra, Reza Rahadian, Marsha Timothy",5.8,20 Feb 2020,https://www.imdb.com/title/tt10640766,A pawnshop owner who buys and sells mementos of broken relationships must deal with old wounds when his ex-girlfriend becomes his newest customer.,https://occ-0-58-64.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTXZdxO96M02MYIOD9hTSSRQn4Dkfy2rN52dY9exZE15y-q1GLAZH7rDRWpBAXjqUoxkWC0MiTfxqklxu6Uu9zI37g.jpg?r=6b2
Ananta,"Comedy, Drama, Romance",Movie,Rizki Balki,"Alim Sudio, Risa Saraswati","Nino Fernandez, Michelle Ziudith, Fero Walandouw, Jihane Almira",7.8,03 May 2018,https://www.imdb.com/title/tt8359898,An antisocial teen who acts out develops an invigorating relationship with a new student who has befriended her with a benevolent ulterior motive.,https://occ-0-58-64.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXIoniclPbqxoNx5xubteEqZr8U5Ho2_QpX9ArXwh_HqUvCvwCWipr-Iqt4PNANzHCxpYSsuGBOACYu0nq2XFTC9aw.jpg?r=c44
3 Dara 2,"Comedy, Drama, Fantasy",Movie,Monty Tiwa,"Nataya Bagya, Fatmaningsih Bustamar, Monty Tiwa","Cut Mini Theo, Tanta Ginting, Tora Sudiro, Adipati Dolken",6.9,25 Oct 2018,https://www.imdb.com/title/tt9033494,"After a business catastrophe, three friends must live together and serve as homemakers while their wives go back to work to rebuild their finances.",https://occ-0-58-64.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABfBrs_nUV55I4yiglQ_oveS8r1Ow2DO1hIqaUF9JD24XduKCDiz5gB3Wr3vk14m7am8xBUjXFiT1fVK1rCEIWA4RhQ.jpg?r=3f5
99 Nama Cinta,"Drama, Romance",Movie,Danial Rifki,Garin Nugroho,"Acha Septriasa, Deva Mahenra, Donny Damara, Ira Wibowo",8.0,14 Nov 2019,https://www.imdb.com/title/tt10640384,"As an infotainment producer deals with a work crisis, a childhood friend, whoâ€™s now a cleric, arrives to honor a religious request from her late father.",https://occ-0-58-64.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYXrGxxHQJPhHE9WLfAoQxABsHq2mylp6ORxuU9ajXTOjxtVliGpFxpWmRQ0rbBZa74RkEfCfOx-zmAma_E5Qs950A.jpg?r=681
Luccas Neto em: O Hotel Magico,Family,Movie,Lucas Margutti,,Luccas Neto,,,https://www.imdb.com/title/tt12416772,"When Luccas and Gi stay at a luxury hotel for the launch of their toy line, naughty elves from the North Pole try to ruin their plans.",https://occ-0-1952-2433.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQae_D8sZyybgqu-XVS1BTRhp56Br3emNoEF81GQ9MzIWnuoDgROW_Z8-ucTwhsTj6wxNsy9viISxVl0qfdaEYMw999nL0x9LEr22xv27EN1nam0U1ACXA-JYZImU6Xo10PLDDTFl-sBV7EutU1sgGQMTw.jpg?r=3fd
Stars in the Sky: A Hunting Story,Documentary,Movie,Steven Rinella,Steven Rinella,"Steven Rinella, Buck Bowden, Greg Blascovich, Robert Abernathy",7.3,07 Aug 2020,https://www.imdb.com/title/tt10078502,"This documentary follows a group of hunters as they grapple with the complexities, controversies, and contradictions of pursuing animals in the wild.",https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYXo3vPKH6WlxCONV--TUgdwsk6KuMrWe3f2nFYIg6GggvURtsuwbDE3bNW5611lIyDMjJFqBoXOaTAZGYcQJ7yZGw.jpg?r=708
Diamonds in the Sky,Drama,Movie,"Anamitra Roy, Sriparna Dey",Anamitra Roy,"Abhishek Bhattacharya, Anamitra Roy, Yovik, Avishek Thakur",6.1,15 Aug 2014,https://www.imdb.com/title/tt2338287,Three families navigate uncertainty and struggle when cancer affects their lives and presents emotional challenges that test their bonds.,https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXhuqNcXXfsDPegExcm6r5jNlRi_l-0F7SxXpyAU23a4rmh9B-c4v9k0n5ncFPLMNjQPmZx4W2ncSprBFXXLMcalrg.jpg?r=360
Nasha Natasha,"Documentary, Biography, Music",Movie,Martín Sastre,Martín Sastre,"Natalia Oreiro, Ricardo Mollo, Carlos Oreiro, Merlín Atahualpa Mollo Oreiro",6.5,06 Aug 2020,https://www.imdb.com/title/tt5818722,Concert and behind-the-scenes footage capture life on tour for Uruguayan sensation Natalia Oreiro as she performs for packed crowds throughout Russia.,https://occ-0-1091-299.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABR__UvDhxHw-AWM3lkd5iTQs5Qp1br6GMVS-btQwaMO2BCt_oD_e3ltQVFUf0b6vdKnVOxztDlBuLf4xWkvs89SuWA.jpg?r=669
Once Before,Drama,Movie,Joel Lamangan,Ricardo Lee,"Tony Labrusca, Marco Gumabao, Candy Pangilinan, Lovi Poe",5.9,04 Mar 2020,https://www.imdb.com/title/tt11924560,"After a tragic car crash, Gabby finds herself in a love triangle with the ghost of her fiancé and a friend seeking more than a platonic relationship.",https://occ-0-1168-299.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABX2zUI_Jp2TiWoAibFFrSnhveeyjDMyRWAA9wgWQSAAxaoW6V1dcOmZY5ZaGVdiFQUoV5EzsD-E0WMvYtVViKkT5jw.jpg?r=402
Doctor Sleep,"Drama, Fantasy, Horror, Thriller",Movie,Mike Flanagan,"Mike Flanagan, Stephen King","Kyliegh Curran, Ewan McGregor, Rebecca Ferguson, Cliff Curtis",7.3,08 Nov 2019,https://www.imdb.com/title/tt5606664,"In this sequel to ""The Shining,"" Danny, now a traumatized adult, is sought out by a young psychic as evil beings that feed on their powers close in.",https://occ-0-753-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXFtCwIl70R1Dt0lQW2s7656n1f5kEU9kMQWxgW0s-loJwf-dxG5_1TAXgof7-aloZedHSHrXPEmr5Qiy57QjkqCyw.jpg?r=fae
